housing,job,day,qualification,month,location,online.banking,checking.account,prev.sales,year.contact,length,central.interest.rate,employment.rate,customer.satisfaction,price.index,credit.rating,age,staff_total,confidence.index,emails.month,y
yes,Self-employed,tue,highschool.certificate,jul,Inner.city,inactive,yes,0,1,327,5705,3.4,Satisfactory,108.0544,satisfactory,26,15687,83.79,1,no
yes,Electrician,tue,other,aug,Inner.city,inactive,yes,0,2,260,5136,3.6,Satisfactory,107.5752,satisfactory,50,15659,99.3,0,no
no,Self-employed,thu,Higher.school.certificate,may,suburban,inactive,yes,0,1,471,6379,3.8,Satisfactory,105.9444,satisfactory,55,15663,90.78,1,no
no,Lawyer,wed,Bachelour.degree,apr,Inner.city,inactive,yes,0,2,1020,2509,-1.1,High,108.81,satisfactory,38,15292,76.48,2,no
yes,Self-employed,thu,Higher.school.certificate,jul,suburban,inactive,yes,0,4,278,5425,3.7,Satisfactory,109.4844,satisfactory,35,15620,85.06,0,no
yes,Self-employed,tue,TAFE,may,Inner.city,inactive,no,0,3,118,4871,3.25,Satisfactory,104.1552,satisfactory,29,15538,98.54,1,no
yes,Driver,thu,Bachelour.degree,nov,Inner.city,inactive,yes,0,0,205,5497,1.15,Satisfactory,106.35,excellent,42,15581,87.21,0,no
no,Chef,mon,Bachelour.degree,apr,Inner.city,inactive,yes,0,0,2247,1457,-1.2,Satisfactory,107.1892,poor,23,15005,102.49,4,yes
yes,Lawyer,mon,other,aug,Inner.city,inactive,yes,0,1,365,6479,3.7,Satisfactory,107.2952,satisfactory,57,15674,99.62,0,no
no,Plumber,thu,other,jun,Inner.city,inactive,no,0,5,1149,5782,3.4,Satisfactory,107782,poor,26,15677,84.82,1,yes
yes,Lawyer,mon,other,jul,Inner.city,active,yes,0,4,711,5753,3.5,Satisfactory,106.6244,satisfactory,26,15691,84.64,0,no
no,Driver,fri,Bachelour.degree,nov,Inner.city,inactive,yes,0,0,92,5133,1.15,Satisfactory,106.51,excellent,34,15555,85.88,1,no
yes,Plumber,thu,other,may,Inner.city,inactive,yes,0,3,19,2.94,-1.2,High,105.1244,poor,31,15271,75.76,2,no
no,Self-employed,mon,TAFE,jun,Inner.city,inactive,no,0,0,148,5.88,3.4,Satisfactory,105622,excellent,39,15687,86.86,0,no
yes,Self-employed,wed,Bachelour.degree,jul,Inner.city,inactive,yes,0,3,419,6.4,3.5,Satisfactory,108.3244,poor,24,15743,80.37,0,no
no,Doctor,fri,other,aug,Inner.city,inactive,yes,0,1,188,6492,3.7,Satisfactory,108.4752,satisfactory,45,15686,99.39,1,no
no,Driver,mon,Bachelour.degree,aug,Inner.city,inactive,yes,0,2,128,6929,3.8,Satisfactory,105.2052,satisfactory,44,15696,97.39,1,no
yes,Gardener,fri,Bachelour.degree,nov,Inner.city,inactive,yes,0,3,427,2875,-0.35,Satisfactory,109.9436,satisfactory,31,14908,67.7,0,no
no,Self-employed,tue,highschool.certificate,may,Inner.city,inactive,no,0,2,133,7117,2.95,Satisfactory,111.6152,satisfactory,42,15543,96.82,1,no
no,Lawyer,wed,Bachelour.degree,sep,Inner.city,inactive,yes,1,0,498,1778,-0.25,Low,107.8892,poor,34,14884,97.7,1,yes
yes,Lawyer,thu,Bachelour.degree,may,Inner.city,inactive,no,0,1,91,5433,3.25,Satisfactory,108.6952,satisfactory,53,15583,99.97,0,no
no,Lawyer,wed,other,may,Inner.city,active,no,0,3,177,6069,3.15,Satisfactory,105.1752,poor,36,15558,100.02,1,no
no,Plumber,tue,other,apr,Inner.city,inactive,yes,0,0,399,2465,-1,Satisfactory,107.67,satisfactory,56,15299,75.63,0,yes
yes,Electrician,mon,Higher.school.certificate,apr,Inner.city,inactive,yes,0,2,290,2259,-1.1,Satisfactory,108.01,poor,44,15328,77.56,0,no
yes,Self-employed,wed,highschool.certificate,jul,suburban,inactive,no,0,5,67,5983,3.4,Satisfactory,111.3144,satisfactory,38,15671,86.79,0,no
yes,Driver,wed,highschool.certificate,jul,Inner.city,inactive,yes,0,1,211,5872,3.4,Satisfactory,110.3244,excellent,43,15682,85.69,0,no
yes,Retail,wed,doctorate,jul,suburban,inactive,no,0,1,128,5653,3.5,Satisfactory,105.1544,satisfactory,36,15707,85.43,0,no
yes,Self-employed,fri,Higher.school.certificate,jul,Inner.city,inactive,yes,0,4,1378,5844,3.7,Satisfactory,108.9244,poor,23,15703,86.64,1,yes
yes,Electrician,mon,unknown,jul,Inner.city,inactive,yes,0,3,1448,6076,3.4,Satisfactory,111.0844,satisfactory,39,15696,84.18,0,no
no,Self-employed,wed,other,apr,Inner.city,active,yes,0,2,353,2139,-1.2,Satisfactory,104.43,satisfactory,33,15315,73,1,no
yes,Chef,fri,unknown,apr,Inner.city,inactive,yes,0,0,286,2737,-1.2,Satisfactory,108.33,poor,21,15317,74.97,1,yes
yes,Retail,tue,Bachelour.degree,may,Inner.city,inactive,no,0,4,1248,6029,3.35,Satisfactory,106.4252,poor,38,15558,97.73,0,no
yes,Self-employed,thu,TAFE,jul,suburban,inactive,yes,0,17,24,6393,3.4,Satisfactory,108.7644,satisfactory,35,15687,85.22,1,no
no,Gardener,wed,Bachelour.degree,may,Inner.city,inactive,no,0,0,370,5.97,3.35,Satisfactory,108.3152,satisfactory,38,15578,100.59,1,no
no,Driver,mon,doctorate,jul,Inner.city,inactive,yes,0,2,141,6293,3.5,Satisfactory,110.7944,poor,46,15676,81.46,1,no
yes,Other,wed,doctorate,jul,Inner.city,inactive,yes,0,1,289,6119,3.6,Satisfactory,107.7344,satisfactory,49,15661,83.52,0,no
no,Lawyer,wed,TAFE,may,Inner.city,active,yes,0,1,621,2633,-1,Satisfactory,108.7944,satisfactory,31,15284,80.27,1,no
yes,Lawyer,fri,other,aug,Inner.city,inactive,no,0,2,42,6014,3.4,Satisfactory,107.2652,satisfactory,40,15672,99.4,0,no
no,Driver,fri,other,jul,Inner.city,inactive,no,0,3,33,2428,-1.4,Satisfactory,107.0544,poor,31,15308,80.26,0,no
yes,Lawyer,tue,other,mar,Inner.city,inactive,no,1,2,852,2143,-1.3,Low,103.9752,poor,30,15068,102.71,2,yes
yes,Gardener,wed,TAFE,may,Inner.city,active,yes,0,4,614,1.68,-1.3,Satisfactory,106.5144,poor,31,15291,75.38,0,no
yes,Lawyer,fri,Higher.school.certificate,may,Inner.city,inactive,no,0,5,585,6161,2.95,Satisfactory,109.3552,excellent,36,15676,98.43,0,no
yes,Plumber,wed,other,jul,Inner.city,inactive,yes,0,2,2169,6664,3.5,Satisfactory,110.2044,satisfactory,30,15723,85.41,0,yes
yes,Plumber,fri,other,may,Inner.city,active,no,0,1,551,5388,3.25,Satisfactory,111.6352,poor,31,15606,93.63,0,no
no,Driver,fri,other,may,Inner.city,inactive,no,0,1,276,5864,3.15,Satisfactory,106.9352,excellent,26,15569,97.1,0,no
no,Gardener,fri,Bachelour.degree,jul,Inner.city,inactive,yes,0,2,743,6699,3.5,Satisfactory,112.3644,poor,31,15677,84.39,0,no
no,Gardener,wed,Bachelour.degree,jun,Inner.city,inactive,yes,0,2,856,1769,-1.05,High,107054,satisfactory,30,14994,92.01,1,no
no,Doctor,fri,Higher.school.certificate,jun,Inner.city,active,no,0,7,403,5.86,3.5,Satisfactory,107702,satisfactory,57,15654,88.5,0,yes
no,Driver,mon,other,nov,Inner.city,inactive,yes,2,2,249,1661,-3.8,High,105.1092,poor,41,15056,109.55,2,yes
no,Electrician,mon,Higher.school.certificate,nov,suburban,inactive,yes,0,2,77,5133,1.15,High,104.89,satisfactory,48,15558,85.76,2,no
yes,Driver,wed,doctorate,aug,Inner.city,active,yes,0,3,243,5645,3.4,Satisfactory,108.4552,poor,29,15675,98.2,1,no
yes,Gardener,thu,Bachelour.degree,may,Inner.city,inactive,no,0,1,201,6066,2.95,Satisfactory,106.4352,excellent,30,15588,101.5,1,no
yes,Driver,wed,doctorate,aug,Inner.city,inactive,yes,0,4,163,5843,3.6,Satisfactory,107.0052,poor,30,15688,100.41,0,no
no,Academic,mon,highschool.certificate,jul,suburban,inactive,yes,0,5,847,6592,3.4,Satisfactory,109.2444,poor,37,15637,83.56,0,no
no,Lawyer,mon,other,aug,Inner.city,inactive,yes,0,2,237,5905,3.7,Satisfactory,108.2152,satisfactory,37,15691,101.89,0,no
yes,Driver,mon,doctorate,aug,Inner.city,inactive,no,0,4,1309,5729,3.8,Satisfactory,105.8752,satisfactory,56,15684,98.09,1,no
yes,Driver,wed,doctorate,may,Inner.city,inactive,no,0,2,551,5466,2.95,Satisfactory,103.4352,poor,30,15621,100.36,0,no
yes,Driver,thu,other,aug,Inner.city,inactive,yes,0,10,243,6545,3.8,Satisfactory,108.2052,poor,32,15700,97.59,0,no
no,Driver,wed,other,may,Inner.city,inactive,no,0,15,652,6753,3.25,Satisfactory,104.7352,satisfactory,34,15580,99.04,1,no
yes,Librarian,mon,TAFE,apr,Inner.city,inactive,no,0,1,420,2166,-1.1,Satisfactory,106.28,satisfactory,55,15316,77.26,1,no
yes,Plumber,tue,other,aug,Inner.city,inactive,yes,0,3,164,6349,3.6,Satisfactory,113.1452,satisfactory,36,15640,100.53,0,no
yes,Retail,thu,doctorate,may,Inner.city,inactive,no,0,0,355,5872,2.95,Satisfactory,106.6952,satisfactory,49,15533,101.03,0,no
yes,Lawyer,wed,other,jun,Inner.city,inactive,no,0,2,118,5823,3.6,Satisfactory,107782,poor,32,15680,89.65,1,no
no,Lawyer,mon,other,nov,Inner.city,active,yes,0,4,249,5515,1.45,Satisfactory,105.52,poor,27,15570,86.01,1,no
no,Self-employed,fri,Higher.school.certificate,may,Inner.city,inactive,no,0,2,197,6694,3.05,Satisfactory,111.4352,excellent,42,15583,97.59,0,no
no,Lawyer,fri,Bachelour.degree,may,Inner.city,inactive,yes,0,5,2125,2.9,-1,Satisfactory,108.0044,satisfactory,40,15263,78.94,0,yes
yes,Academic,tue,highschool.certificate,apr,Inner.city,inactive,yes,0,2,2679,2656,-1.1,Satisfactory,105.92,satisfactory,56,15291,78.38,1,yes
yes,Gardener,tue,Bachelour.degree,jul,Inner.city,inactive,yes,0,1,613,6256,3.8,Satisfactory,105.9144,satisfactory,28,15656,85.36,0,no
yes,Lawyer,fri,other,nov,Inner.city,active,yes,0,2,1216,4673,1.45,Satisfactory,107.21,poor,40,15541,88.17,1,no
yes,Lawyer,fri,other,nov,Inner.city,inactive,yes,0,0,109,2578,-1.1,Satisfactory,110.98,satisfactory,42,15243,73.3,0,no
no,Academic,wed,highschool.certificate,aug,suburban,inactive,yes,0,1,259,6382,3.7,Satisfactory,110.3252,satisfactory,56,15686,98.43,1,no
yes,Lawyer,wed,other,mar,Inner.city,inactive,no,0,8,288,2132,-1.3,Satisfactory,108.2252,satisfactory,62,15053,105,0,no
yes,Driver,fri,doctorate,may,Inner.city,active,no,0,2,254,5903,3.25,Satisfactory,108.8052,poor,24,15609,96.21,0,no
yes,Driver,mon,other,may,Inner.city,inactive,yes,0,2,393,1068,-1.3,Satisfactory,105.7644,satisfactory,36,15347,77.32,1,no
yes,Doctor,thu,Higher.school.certificate,jul,Inner.city,inactive,yes,0,1,206,6479,3.7,Satisfactory,108.2044,poor,21,15746,84.24,1,no
yes,Lawyer,thu,doctorate,jul,Inner.city,inactive,yes,0,0,288,5879,3.4,Satisfactory,110.1644,satisfactory,48,15675,85.9,0,no
yes,Plumber,tue,Higher.school.certificate,jul,Inner.city,active,yes,0,9,471,6328,3.6,Satisfactory,105.4044,satisfactory,47,15621,83.53,0,no
no,Doctor,wed,other,may,suburban,inactive,yes,0,1,332,2604,-1.4,High,107.4444,satisfactory,35,15310,76.7,1,no
yes,Self-employed,thu,highschool.certificate,may,Inner.city,inactive,no,0,2,218,5758,3.05,Satisfactory,105.9852,excellent,34,15532,100.53,0,no
yes,Gardener,mon,Bachelour.degree,nov,Inner.city,inactive,yes,0,3,181,5879,1.35,Satisfactory,99.83,excellent,44,15541,86.36,1,no
yes,Self-employed,thu,doctorate,may,Inner.city,inactive,yes,0,10,26,2.23,-1.3,Satisfactory,108.4644,satisfactory,38,15333,73.38,0,no
yes,Electrician,tue,other,apr,Inner.city,inactive,yes,0,1,676,2017,-1.2,Satisfactory,103.2,poor,29,15301,77.34,1,yes
yes,Gardener,mon,Higher.school.certificate,aug,Inner.city,inactive,no,0,1,286,1528,-1.15,High,107.4616,satisfactory,55,15021,89.95,1,no
no,Self-employed,fri,Higher.school.certificate,may,Inner.city,inactive,no,0,2,301,5885,3.25,Satisfactory,106.8952,excellent,41,15590,99.44,1,no
yes,Lawyer,thu,other,jul,Inner.city,active,yes,0,0,185,5249,3.8,Satisfactory,108.8744,poor,29,15622,87.05,0,no
yes,Driver,fri,doctorate,aug,Inner.city,inactive,yes,0,2,281,6714,3.7,Satisfactory,105.9452,satisfactory,39,15689,96.64,1,no
no,Lawyer,mon,other,jul,Inner.city,inactive,yes,0,3,273,6123,3.8,Satisfactory,108.9852,satisfactory,36,15689,99.97,0,no
yes,Lawyer,thu,other,jul,Inner.city,active,yes,0,1,288,5.69,3.6,Satisfactory,111.4544,satisfactory,28,15660,82.63,1,no
yes,Self-employed,mon,highschool.certificate,apr,Inner.city,inactive,yes,0,3,566,2455,-1.4,High,109.53,excellent,40,15319,75.22,2,no
yes,Librarian,tue,other,aug,Inner.city,inactive,yes,0,4,720,7175,3.7,Satisfactory,105.5952,satisfactory,57,15650,96.57,1,no
yes,Self-employed,mon,Higher.school.certificate,may,Inner.city,inactive,no,0,0,94,3018,-1.1,Satisfactory,107.4044,satisfactory,33,15343,79.38,1,no
no,Lawyer,thu,Higher.school.certificate,may,Inner.city,inactive,yes,0,2,210,2134,-1.2,Satisfactory,105.6044,satisfactory,29,15292,79.03,1,yes
no,Gardener,mon,unknown,jun,Inner.city,inactive,no,0,1,282,5529,3.6,Satisfactory,108222,poor,31,15670,89.15,0,no
yes,Lawyer,fri,other,apr,Inner.city,inactive,no,0,3,12,2845,-1.3,High,107.8,satisfactory,33,15353,77.16,2,no
no,Lawyer,tue,Bachelour.degree,may,Inner.city,inactive,yes,0,2,693,2508,-1.3,Satisfactory,107.5044,satisfactory,27,15378,81.42,2,no
no,Driver,thu,doctorate,jun,suburban,inactive,no,0,0,16,5961,3.5,Satisfactory,107962,satisfactory,35,15641,86.54,1,no
yes,Gardener,wed,Bachelour.degree,jul,Inner.city,inactive,yes,0,3,284,5527,3.5,Satisfactory,109.8744,poor,25,15683,83.58,0,no
no,Librarian,wed,Higher.school.certificate,may,suburban,inactive,no,0,1,3594,5575,3.25,Satisfactory,105.2052,satisfactory,51,15577,100.38,1,yes
no,Electrician,tue,highschool.certificate,aug,suburban,inactive,no,0,2,248,6088,3.4,Satisfactory,106.2652,satisfactory,47,15686,99.42,0,no
no,Self-employed,fri,Higher.school.certificate,may,Inner.city,inactive,yes,0,1,414,1886,-1.1,Satisfactory,107.4844,satisfactory,27,15290,75.18,0,no
no,Lawyer,fri,Higher.school.certificate,aug,Inner.city,inactive,yes,0,2,456,6266,3.7,Satisfactory,105.9152,satisfactory,53,15669,101.6,0,no
yes,Driver,wed,other,aug,Inner.city,inactive,yes,0,5,169,5494,3.5,Satisfactory,110.8852,satisfactory,44,15704,98.73,1,no
no,Self-employed,thu,Higher.school.certificate,may,Inner.city,inactive,no,0,6,427,5807,3.25,Satisfactory,110.9952,satisfactory,50,15592,99.05,0,no
yes,Self-employed,mon,Higher.school.certificate,may,Inner.city,inactive,yes,0,1,2438,2395,-1.4,High,109.5444,poor,31,15282,78.88,1,no
no,Gardener,tue,TAFE,may,Inner.city,inactive,yes,0,2,884,2745,-1.3,High,107.0044,satisfactory,44,15305,77.13,2,no
yes,Driver,mon,other,jun,Inner.city,inactive,no,0,2,439,6652,3.7,Satisfactory,106112,satisfactory,33,15756,83.91,1,no
yes,Lawyer,tue,other,may,Inner.city,inactive,no,0,1,986,5339,3.35,Satisfactory,105.9752,poor,33,15510,98.61,0,no
yes,Plumber,tue,other,may,Inner.city,inactive,no,0,2,312,6351,3.15,Satisfactory,109.2952,satisfactory,45,15553,99.21,1,yes
no,Electrician,thu,doctorate,jun,Inner.city,inactive,no,0,2,370,5.66,3.5,High,108272,excellent,56,15708,85.84,1,no
yes,Lawyer,mon,other,may,Inner.city,active,yes,0,2,1346,2964,-1.1,Satisfactory,99.6844,satisfactory,36,15259,78.03,0,no
yes,Driver,thu,doctorate,sep,Inner.city,inactive,yes,0,2,604,1844,-0.25,High,109.1992,satisfactory,37,14878,93,2,no
yes,Electrician,thu,other,aug,Inner.city,active,yes,0,1,318,5481,3.5,Satisfactory,107.1052,satisfactory,29,15683,100,0,no
no,Lawyer,wed,other,jun,Inner.city,inactive,no,0,0,636,6135,3.6,Satisfactory,113242,satisfactory,28,15697,89.19,1,no
no,Plumber,thu,unknown,jul,Inner.city,inactive,no,0,2,327,6003,3.4,Satisfactory,108.2344,poor,29,15651,84.79,1,no
yes,Self-employed,wed,highschool.certificate,jun,Inner.city,inactive,no,0,2,211,5989,3.6,Satisfactory,107982,satisfactory,58,15709,87.22,0,no
yes,Driver,wed,doctorate,jul,Inner.city,inactive,yes,0,3,1107,6221,3.5,Satisfactory,105.4544,satisfactory,50,15736,82.42,1,no
yes,Lawyer,wed,other,aug,Inner.city,active,yes,0,3,106,6234,3.7,Satisfactory,109.1252,satisfactory,49,15734,100.86,0,yes
yes,Chef,thu,TAFE,sep,Inner.city,active,yes,2,4,708,967,0.0499999999999999,Low,103.3192,poor,17,14879,95.14,2,yes
unknown,Driver,mon,other,nov,Inner.city,not.registered,yes,0,1,143,5075,1.45,Satisfactory,106.58,satisfactory,53,15532,85.31,0,no
yes,Self-employed,wed,Higher.school.certificate,may,Inner.city,active,no,0,2,170,6185,2.95,Satisfactory,105.6952,satisfactory,33,15601,101.23,0,no
yes,Lawyer,wed,Bachelour.degree,jul,Inner.city,inactive,yes,0,1,345,1.18,-2.75,Satisfactory,107.8504,poor,20,15237,88.8,1,no
yes,Lawyer,wed,doctorate,jun,Inner.city,inactive,yes,0,3,393,2025,-2.65,Satisfactory,109.2704,poor,22,15241,89.9,0,no
yes,Gardener,thu,Bachelour.degree,nov,Inner.city,active,yes,0,3,618,4836,1.35,High,109.48,satisfactory,33,15577,85.25,1,no
yes,Driver,mon,Bachelour.degree,may,Inner.city,inactive,no,0,1,596,6074,3.25,Satisfactory,107.0152,satisfactory,47,15637,98.12,0,no
yes,Driver,mon,doctorate,nov,Inner.city,active,no,0,3,558,5566,1.55,Satisfactory,107.5,satisfactory,44,15605,88.75,0,no
yes,Gardener,mon,Bachelour.degree,nov,Inner.city,inactive,yes,0,0,92,5184,1.25,High,107.53,poor,32,15539,88.61,1,no
no,Doctor,thu,other,may,Inner.city,inactive,no,0,1,658,5908,3.15,Satisfactory,105.4952,excellent,54,15553,99.23,1,no
no,Driver,fri,doctorate,mar,Inner.city,active,yes,0,1,285,2383,-1.1,Satisfactory,107.8944,satisfactory,41,15294,70.33,0,yes
no,Lawyer,fri,Higher.school.certificate,jun,suburban,inactive,no,0,1,2278,6396,3.7,Satisfactory,107652,satisfactory,43,15696,85.92,1,yes
no,Librarian,tue,doctorate,may,Inner.city,inactive,no,0,2,519,5836,2.95,Satisfactory,108.2552,poor,56,15591,102.73,1,no
yes,Plumber,wed,other,jun,Inner.city,inactive,no,0,2,595,5982,3.6,Satisfactory,109482,satisfactory,47,15691,87.44,0,no
yes,Self-employed,mon,Higher.school.certificate,may,suburban,inactive,no,0,4,512,2333,-1.4,Satisfactory,105.1644,poor,33,15303,79.1,1,no
no,Librarian,wed,doctorate,jun,Inner.city,inactive,yes,0,0,219,2058,-2.65,Satisfactory,112.3004,satisfactory,62,15238,89.99,1,no
no,Self-employed,mon,Higher.school.certificate,mar,suburban,inactive,no,0,2,511,5691,3.15,Satisfactory,106.2152,excellent,54,15627,95.56,1,no
yes,Self-employed,fri,Higher.school.certificate,may,Inner.city,active,no,0,2,243,5.81,3.35,Satisfactory,108.8852,satisfactory,31,15586,99.22,1,no
no,Self-employed,wed,highschool.certificate,may,suburban,inactive,no,0,1,215,5417,3.4,Satisfactory,108622,satisfactory,40,15699,87.99,1,no
no,Lawyer,thu,other,may,Inner.city,inactive,yes,0,1,389,3332,-1.1,Satisfactory,105.9144,poor,37,15350,79.33,0,no
yes,Driver,wed,doctorate,may,suburban,active,no,0,3,274,5034,2.95,Satisfactory,108.2152,satisfactory,56,15544,97.58,1,no
yes,Lawyer,tue,other,may,suburban,inactive,no,0,1,63,5387,3.35,Satisfactory,106.4352,poor,35,15548,100.26,1,no
yes,Electrician,mon,doctorate,jul,Inner.city,active,yes,0,1,203,5735,3.4,Satisfactory,107.3144,satisfactory,51,15695,88.04,0,no
yes,Librarian,fri,highschool.certificate,jul,Inner.city,inactive,yes,0,3,1028,5901,3.6,Satisfactory,105.8844,satisfactory,55,15650,84.9,1,yes
unknown,Chef,thu,doctorate,jun,Inner.city,not.registered,yes,0,3,595,2739,-3.05,High,105.5104,poor,22,15216,89.25,3,yes
yes,Driver,thu,other,may,Inner.city,inactive,no,0,3,865,6042,3.35,Satisfactory,109.9752,satisfactory,50,15568,97.95,1,no
no,Gardener,wed,other,jul,Inner.city,inactive,yes,0,2,1137,5436,3.6,Satisfactory,105.1144,poor,29,15692,85.16,0,no
yes,Lawyer,tue,other,sep,Inner.city,inactive,yes,0,0,424,1023,-0.15,Satisfactory,109.2992,poor,24,14891,95.32,0,yes
no,Driver,fri,other,jul,Inner.city,active,yes,0,2,135,5985,3.8,Satisfactory,108.7452,poor,31,15691,98.66,0,no
no,Gardener,mon,unknown,may,Inner.city,inactive,no,0,3,530,5627,3.25,Satisfactory,110.5752,poor,45,15604,103.72,1,no
no,Driver,fri,other,may,Inner.city,inactive,yes,0,3,1050,1842,-1.2,Satisfactory,107.2744,excellent,37,15254,76.96,1,yes
no,Lawyer,fri,other,jun,Inner.city,inactive,no,0,2,478,5649,3.6,Satisfactory,108362,satisfactory,33,15588,87.32,1,no
no,Self-employed,fri,TAFE,may,Inner.city,inactive,yes,0,0,280,1.27,-1.4,Satisfactory,109.1444,satisfactory,39,15257,77.77,1,no
yes,Lawyer,thu,Bachelour.degree,jul,Inner.city,inactive,yes,0,2,315,5535,3.7,Satisfactory,110.7544,excellent,21,15669,87.02,1,no
no,Driver,mon,doctorate,jun,Inner.city,inactive,no,0,2,3782,6649,3.7,Satisfactory,104942,satisfactory,35,15709,83.4,1,no
no,Lawyer,wed,Bachelour.degree,jul,Inner.city,active,no,0,1,78,6066,3.8,Satisfactory,106.4744,satisfactory,41,15771,87.72,0,no
yes,Driver,fri,Bachelour.degree,jul,Inner.city,inactive,yes,0,0,1537,7112,3.8,Satisfactory,108.6944,poor,28,15712,86.2,1,yes
yes,Self-employed,fri,Higher.school.certificate,apr,Inner.city,inactive,yes,0,2,714,2518,-1.1,Satisfactory,107.16,poor,32,15320,78.78,0,no
yes,Librarian,fri,doctorate,may,Inner.city,inactive,yes,0,2,438,5446,3.8,Satisfactory,109.8552,satisfactory,57,15693,101.5,1,yes
no,Driver,thu,doctorate,aug,Inner.city,inactive,yes,0,1,195,2231,-1.1,Satisfactory,107.7244,satisfactory,42,15295,77.64,0,no
no,Gardener,wed,TAFE,jun,Inner.city,inactive,yes,2,3,611,2681,-2.65,Low,105.1404,satisfactory,30,15251,88.18,2,yes
no,Librarian,mon,Bachelour.degree,nov,Inner.city,inactive,yes,0,0,377,1694,-3.6,Satisfactory,107.3692,satisfactory,69,15066,112.93,1,yes
no,Self-employed,wed,TAFE,may,Inner.city,inactive,no,0,0,801,5437,2.95,Satisfactory,104.9252,satisfactory,28,15613,97.54,0,no
no,Plumber,thu,other,jul,Inner.city,inactive,yes,0,1,90,5611,3.7,Satisfactory,108.9744,satisfactory,53,15702,84.91,1,no
no,Self-employed,tue,highschool.certificate,may,Inner.city,inactive,yes,0,2,120,1.84,-1,Satisfactory,107.0544,satisfactory,23,15307,77.02,0,no
yes,Gardener,thu,other,apr,Inner.city,inactive,yes,0,5,361,2643,-1.1,Satisfactory,105.24,poor,45,15280,76.38,1,no
yes,Lawyer,mon,other,may,Inner.city,inactive,yes,0,1,414,2634,-1.3,Satisfactory,109.7144,excellent,43,15290,77.29,0,no
yes,Librarian,mon,Bachelour.degree,may,Inner.city,inactive,yes,3,1,1420,2225,-1.3,High,106.5944,satisfactory,81,15270,75.57,3,no
no,Driver,tue,Bachelour.degree,aug,Inner.city,inactive,yes,0,0,258,5207,3.4,Satisfactory,106.4252,satisfactory,40,15625,99.34,0,no
unknown,Gardener,fri,Bachelour.degree,jun,suburban,not.registered,no,0,2,296,6206,3.6,Satisfactory,108732,satisfactory,29,15719,84.39,1,no
yes,Plumber,wed,other,jun,Inner.city,inactive,no,0,6,447,2654,-2.75,Satisfactory,106.9704,satisfactory,58,15212,89.95,1,no
no,Gardener,fri,Bachelour.degree,jun,Inner.city,active,no,0,2,158,6142,3.4,Satisfactory,113762,poor,28,15673,86.47,1,no
yes,Lawyer,fri,Bachelour.degree,apr,Inner.city,inactive,yes,0,1,597,2872,-1.1,High,106.03,excellent,38,15292,74.84,2,no
no,Academic,mon,highschool.certificate,may,suburban,inactive,no,0,1,557,6604,3.05,Satisfactory,107.6552,satisfactory,53,15649,95.42,1,no
